company_name,inventory_month,month,total_opening_value,avg_opening_value,total_receipt_value,avg_receipt_value,total_issue_value,avg_issue_value,total_closing_value,avg_closing_value
BAXTER INDIA PVT LTD,2023-08-01,August,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-08-01,August,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-08-01,August,919.5,613.0,6648.0,3884.0,8312.0,4683.67,0.0,306.5
BORN HEALTHCARE PVT LTD,2023-08-01,August,25.25,109.42,255.0,212.67,280.0,323.33,25.25,25.25
MEDIKLIN HEALTHCARE LTD,2023-09-01,September,910.0,956.67,300.0,550.0,1190.0,965.0,140.0,700.0
RAMAN&WEIL PVT LTD,2023-09-01,September,420.0,420.0,600.0,1146.67,740.0,1420.0,420.0,420.0
SANGAM HEALTHCARE (SAFTI-N,2023-09-01,September,175.0,175.0,0.0,212.5,70.0,256.67,112.5,154.17
CHC,2023-09-01,September,420.0,280.0,280.0,476.67,800.0,646.67,140.0,280.0
CLARIS OSTUKA,2023-09-01,September,0.0,641.2,6227.2,4639.2,6070.0,5063.33,560.0,525.93
RAMSONS,2023-09-01,September,225.0,225.0,0.0,0.0,225.0,75.0,0.0,150.0
CIPLA,2023-09-01,September,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-09-01,September,12499.71,11298.81,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2023-09-01,September,9110.12,9626.65,0.0,2402.1,1600.0,3453.33,7578.12,9000.02
TAS MED(INDIA)PVT.LTD(VALL,2023-09-01,September,5493.77,5493.77,0.0,0.0,1087.7,362.57,4395.02,5127.52
ENTOD GLOTEK DIVISION,2023-09-01,September,8911.85,9638.86,27302.27,33018.57,22168.27,35030.68,16911.88,12756.15
HICARE PHARMA,2023-09-01,September,55990.57,52906.44,22098.3,32922.87,40746.95,35633.57,43118.58,54468.44
ENTOD PHAMA(ENSIGHT),2023-09-01,September,64440.48,60344.11,112834.6,122113.19,105574.33,133668.79,82455.87,70449.6
SENSES PHARMACEUTICALS LTD,2023-09-01,September,79327.53,67322.98,30607.6,54653.53,44595.99,59067.21,69090.07,69830.8
AUROLAB,2023-09-01,September,5726.73,5598.51,5653.6,6070.37,6302.12,7731.51,6337.59,5410.75
BERRY&HERBS PHARMA PVT LTD,2023-09-01,September,21439.69,18532.43,12173.0,16018.57,7952.99,7857.97,25984.27,27193.83
FSD CARE PHRAMA PVT LTD,2023-09-01,September,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-09-01,September,221172.41,247520.06,83605.85,108416.02,85139.78,131967.82,234082.85,240255.21
RANBAXY,2023-09-01,September,0.0,0.0,1700.0,1106.67,920.0,893.33,850.0,283.33
SUNWAYS PHARMACEUTICALS(OR,2023-09-01,September,68241.75,77715.62,35647.47,48172.65,36179.77,59024.19,73066.64,73305.35
TASMED(INDIA) PVT.LTD(ASPI,2023-09-01,September,4601.62,4163.37,4409.62,7700.39,4801.61,8233.21,4601.62,4163.37
GERMAN REMEDIES PHARMACEUT,2023-09-01,September,0.0,0.0,390.0,390.0,0.0,0.0,390.0,390.0
SHERINGS,2023-09-01,September,16556.22,16812.96,38316.4,20386.13,7685.08,10363.25,48893.96,28156.29
OCUZEN HEALTH CARE,2023-09-01,September,804.58,786.29,1920.0,1280.0,594.14,802.66,2358.88,1572.58
APPLE PHARMACEUTICALS,2023-09-01,September,4167.0,1989.0,10677.15,10958.97,6760.0,9215.51,8785.35,4617.45
SUNWAYS PHARMACEUTICALS(RE,2023-09-01,September,74001.11,77054.35,88919.73,77738.45,66968.43,79478.63,102580.18,83225.43
CADILA,2023-09-01,September,0.0,0.0,252.0,210.0,280.0,233.33,0.0,0.0
ENTOD PHARMA-G TECH,2023-09-01,September,38605.77,30237.79,12142.7,26167.7,29617.05,30856.71,23590.14,30268.31
FDC,2023-09-01,September,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
OTHERS,2023-09-01,September,980.0,1002.67,0.0,0.0,980.0,352.67,0.0,653.33
DISPOVAN,2023-09-01,September,70.0,205.17,4724.5,3346.33,3285.0,3111.67,1750.0,669.17
TASMED (INDIA) PVT LTD(PAS,2023-09-01,September,10187.04,13297.28,26454.74,24020.3,23677.68,26467.79,15199.95,13792.76
HIMEDIA LABORATORIES PVT L,2023-09-01,September,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-09-01,September,0.0,54.0,1458.0,1566.0,720.0,1428.33,810.0,324.0
ZIVIRA LABS PVT.LTD,2023-09-01,September,55005.86,60019.41,46047.4,41329.73,33208.89,49414.04,62308.75,55177.31
SHERWYN PHARMACEUTICALS PV,2023-09-01,September,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-09-01,September,2860.35,2860.35,0.0,0.0,0.0,0.0,2860.35,2860.35
DIAMOND MEDI CARE,2023-09-01,September,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0
AUSTRAK PHARMA,2023-09-01,September,289.3,289.3,2558.6,852.87,0.0,0.0,2847.9,1142.17
SURGICARE,2023-09-01,September,860.0,997.5,825.0,1529.17,901.25,1723.33,852.5,995.0
LENORA GLOVE PVT.LTD,2023-09-01,September,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-09-01,September,37240.99,39382.45,79367.25,64799.43,68310.58,69095.59,60268.79,45223.26
SUNWAYS PHARMACEUTICALS,2023-09-01,September,156368.25,164086.87,153259.01,187233.81,134276.07,180981.98,170729.79,174995.15
SHERWYN PHARMA(GENORA),2023-09-01,September,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-09-01,September,26016.22,22674.32,9974.54,17527.01,3838.16,16959.03,32802.85,26487.51
DYNAMIC TECHNO MEDICALS PV,2023-09-01,September,180.0,120.0,0.0,60.0,180.0,60.0,0.0,120.0
G.T.RAJ TEX,2023-09-01,September,840.0,700.0,420.0,265.33,796.0,332.0,420.0,630.0
ZIVIRA ASTRA DIVISION,2023-09-01,September,21353.03,33169.7,0.0,14553.33,903.61,19974.11,20689.15,27774.0
JMS CO LTD,2023-09-01,September,0.0,132.67,1140.0,975.0,1170.0,1141.67,0.0,0.0
AJANTA PHARMA LTD,2023-09-01,September,813.8,1909.6,630.0,210.0,623.88,207.96,856.9,1923.97
BAXTER INDIA PVT LTD,2023-09-01,September,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-09-01,September,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-09-01,September,0.0,306.5,4520.0,5112.67,4882.5,5673.5,0.0,306.5
BORN HEALTHCARE PVT LTD,2023-09-01,September,25.25,25.25,255.0,255.0,280.0,280.0,25.25,25.25
MEDIKLIN HEALTHCARE LTD,2023-10-01,October,140.0,700.0,1460.0,886.67,1150.0,1221.67,700.0,583.33
RAMAN&WEIL PVT LTD,2023-10-01,October,420.0,420.0,3794.0,1664.67,2400.0,1293.33,2205.0,1015.0
SANGAM HEALTHCARE (SAFTI-N,2023-10-01,October,112.5,154.17,1275.0,425.0,784.0,284.67,662.5,316.67
CHC,2023-10-01,October,140.0,280.0,420.0,466.67,760.0,766.67,0.0,186.67
CLARIS OSTUKA,2023-10-01,October,560.0,525.93,7318.4,5980.87,8125.0,6641.67,224.0,261.33
RAMSONS,2023-10-01,October,0.0,150.0,337.5,112.5,0.0,75.0,337.5,187.5
CIPLA,2023-10-01,October,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-10-01,October,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2023-10-01,October,7578.12,9000.02,0.0,885.43,2550.0,2813.33,5358.12,7348.79
JOHNSON & JOHNSON,2023-10-01,October,0.0,0.0,6527.04,2925.7,0.0,849.31,6527.04,2175.68
REGAL LABORATORIES,2023-10-01,October,0.0,0.0,590.0,590.0,620.0,620.0,0.0,0.0
TAS MED(INDIA)PVT.LTD(VALL,2023-10-01,October,4395.02,5127.52,19781.06,6593.69,3263.1,1450.27,20879.74,10256.18
ENTOD GLOTEK DIVISION,2023-10-01,October,16911.88,12756.15,27571.0,30482.06,31541.3,33663.34,16990.09,14271.27
HICARE PHARMA,2023-10-01,October,43118.61,54468.52,27877.8,26473.37,20424.16,34633.51,51367.14,50158.74
ENTOD PHAMA(ENSIGHT),2023-10-01,October,82455.95,70449.63,121499.8,119116.61,129990.08,128101.72,100073.75,82323.37
SENSES PHARMACEUTICALS LTD,2023-10-01,October,69090.07,69830.8,46349.05,50997.11,49131.11,53046.75,73052.6,73823.4
AUROLAB,2023-10-01,October,6337.59,5410.75,0.0,4185.83,520.0,4496.97,5875.86,5980.06
BERRY&HERBS PHARMA PVT LTD,2023-10-01,October,25984.27,27193.85,0.0,4057.67,0.0,7857.97,25984.27,24469.41
FSD CARE PHRAMA PVT LTD,2023-10-01,October,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-10-01,October,234083.15,240255.53,78628.2,86877.88,124697.76,123397.27,205395.14,220216.73
RANBAXY,2023-10-01,October,850.0,283.33,1275.0,1275.0,2300.0,1380.0,0.0,283.33
SUNWAYS PHARMACEUTICALS(OR,2023-10-01,October,73066.74,73305.45,54425.13,42293.67,77301.98,55633.37,56465.37,65924.55
TASMED(INDIA) PVT.LTD(ASPI,2023-10-01,October,4601.62,4163.37,3286.87,6240.18,3578.96,6209.22,4601.62,4601.62
GERMAN REMEDIES PHARMACEUT,2023-10-01,October,390.0,195.0,390.0,390.0,880.0,440.0,0.0,195.0
SHERINGS,2023-10-01,October,48893.96,28156.29,20117.25,24804.62,50510.19,26185.36,23489.25,29646.48
OCUZEN HEALTH CARE,2023-10-01,October,2358.88,1572.58,0.0,640.0,1185.84,999.28,1627.48,1596.98
APPLE PHARMACEUTICALS,2023-10-01,October,8785.35,4617.45,0.0,5725.5,5066.6,5114.93,4132.35,5694.9
SUNWAYS PHARMACEUTICALS(RE,2023-10-01,October,102580.29,83225.53,41877.76,73071.63,37460.19,67096.62,112371.51,96317.57
FDC,2023-10-01,October,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
CADILA,2023-10-01,October,0.0,0.0,315.0,273.0,350.0,303.33,0.0,0.0
ENTOD PHARMA-G TECH,2023-10-01,October,23590.14,30268.31,24618.58,25943.75,19652.58,29044.96,32202.6,31466.17
DISPOVAN,2023-10-01,October,1750.0,669.17,3206.0,3415.0,3920.0,3276.67,1320.0,1046.67
TASMED (INDIA) PVT LTD(PAS,2023-10-01,October,15199.95,13792.78,17793.79,21378.11,16003.83,23046.11,18875.71,14754.23
HIMEDIA LABORATORIES PVT L,2023-10-01,October,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-10-01,October,810.0,324.0,1458.0,1512.0,1800.0,1495.0,648.0,486.0
ZIVIRA LABS PVT.LTD,2023-10-01,October,62308.8,55177.36,-1367.4,30288.82,28308.88,34634.94,38130.57,51815.03
SHERWYN PHARMACEUTICALS PV,2023-10-01,October,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-10-01,October,2860.35,2860.35,0.0,0.0,0.0,0.0,2860.35,2860.35
ALKEM LABORATORIES LTD,2023-10-01,October,0.0,0.0,342.0,238.67,130.0,183.33,228.0,76.0
DIAMOND MEDI CARE,2023-10-01,October,500.0,500.0,0.0,0.0,600.0,200.0,0.0,333.33
AUSTRAK PHARMA,2023-10-01,October,2847.9,1142.17,0.0,852.87,2925.24,975.08,289.3,1142.17
SURGICARE,2023-10-01,October,852.5,995.0,1650.0,1375.0,2868.75,2046.25,0.0,570.83
LENORA GLOVE PVT.LTD,2023-10-01,October,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-10-01,October,60268.79,45223.26,67815.65,71070.95,76899.83,73703.24,62301.8,53270.53
SUNWAYS PHARMACEUTICALS,2023-10-01,October,170729.98,174995.3,63610.77,134833.18,90211.55,154842.74,153184.87,160094.27
SHERWYN PHARMA(GENORA),2023-10-01,October,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-10-01,October,32802.85,26487.51,10226.86,17008.91,22421.23,19655.01,24678.09,27832.39
G.T.RAJ TEX,2023-10-01,October,420.0,630.0,630.0,475.33,920.0,638.67,210.0,490.0
ZIVIRA ASTRA DIVISION,2023-10-01,October,20689.15,27774.02,0.0,2821.49,0.0,9722.28,20689.15,20910.44
JMS CO LTD,2023-10-01,October,0.0,0.0,6188.0,2799.67,6740.0,3011.67,0.0,0.0
AJANTA PHARMA LTD,2023-10-01,October,856.9,1376.07,0.0,210.0,510.0,377.96,406.9,1240.43
BECTON DICKINSON & COMPANY,2023-10-01,October,0.0,0.0,670.0,670.0,720.0,720.0,0.0,0.0
BAXTER INDIA PVT LTD,2023-10-01,October,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-10-01,October,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-10-01,October,0.0,306.5,9055.5,6741.17,8872.5,7355.67,843.0,281.0
BORN HEALTHCARE PVT LTD,2023-10-01,October,25.25,25.25,127.5,212.5,140.0,233.33,25.25,25.25
MEDIKLIN HEALTHCARE LTD,2023-11-01,November,700.0,583.33,1040.0,933.33,1960.0,1433.33,720.0,520.0
RAMAN&WEIL PVT LTD,2023-11-01,November,2205.0,1015.0,1334.0,1909.33,3220.0,2120.0,755.0,1126.67
SANGAM HEALTHCARE (SAFTI-N,2023-11-01,November,662.5,316.67,0.0,425.0,690.0,514.67,37.5,270.83
CHC,2023-11-01,November,0.0,186.67,1120.0,606.67,580.0,713.33,700.0,280.0
CLARIS OSTUKA,2023-11-01,November,224.0,261.33,2978.6,5508.07,2830.0,5675.0,560.0,448.0
RAMSONS,2023-11-01,November,337.5,187.5,112.5,150.0,500.0,241.67,0.0,112.5
CIPLA,2023-11-01,November,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
PRIDE&PRIME PHARMACEUTICAL,2023-11-01,November,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2023-11-01,November,5358.12,7348.79,0.0,0.0,1650.0,1933.33,3878.12,5604.79
JOHNSON & JOHNSON,2023-11-01,November,6527.04,2175.68,0.0,2654.8,7680.0,3100.0,0.0,2175.68
REGAL LABORATORIES,2023-11-01,November,0.0,0.0,590.0,590.0,620.0,620.0,0.0,0.0
TAS MED(INDIA)PVT.LTD(VALL,2023-11-01,November,20879.82,10256.2,5493.78,8424.95,3299.37,2550.06,23260.38,16178.38
ENTOD GLOTEK DIVISION,2023-11-01,November,16990.09,14271.27,19952.7,24941.99,29435.74,27715.1,15063.07,16321.68
HICARE PHARMA,2023-11-01,November,51367.22,50158.8,18447.04,22807.71,43177.34,34782.82,33854.99,42780.24
ENTOD PHAMA(ENSIGHT),2023-11-01,November,100073.85,82323.43,108984.51,114439.64,155917.81,130494.07,82299.24,88276.29
SENSES PHARMACEUTICALS LTD,2023-11-01,November,73052.71,73823.44,36348.65,37768.43,54893.64,49540.25,60627.97,67590.21
AUROLAB,2023-11-01,November,5875.86,5980.06,10021.5,5225.03,10166.8,5662.97,7090.51,6434.65
3MIL,2023-11-01,November,0.0,0.0,400.0,400.0,470.0,470.0,0.0,0.0
BERRY&HERBS PHARMA PVT LTD,2023-11-01,November,25984.27,24469.41,0.0,4057.67,6059.42,4670.8,20790.46,24253.0
FSD CARE PHRAMA PVT LTD,2023-11-01,November,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
HIS EYENESS OPTHALMICS,2023-11-01,November,205395.22,220216.93,-3335.17,52966.29,81192.7,97010.08,133875.79,191117.93
SUNWAYS PHARMACEUTICALS(OR,2023-11-01,November,56465.37,65924.62,29144.94,39739.18,37648.43,50376.73,52847.36,60793.12
FDC,2023-11-01,November,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
TASMED(INDIA) PVT.LTD(ASPI,2023-11-01,November,4601.62,4601.62,3286.87,3661.12,5010.54,4463.7,3286.87,4163.37
DISPOVAN,2023-11-01,November,1320.0,1046.67,4234.5,4055.0,3863.0,3689.33,2046.5,1705.5
SHERINGS,2023-11-01,November,23489.25,29646.48,20864.8,26432.82,25663.98,27953.08,21213.52,31198.91
OCUZEN HEALTH CARE,2023-11-01,November,1627.48,1596.98,1920.0,1280.0,1815.05,1198.34,2432.06,2139.47
APPLE PHARMACEUTICALS,2023-11-01,November,4132.35,5694.9,10444.5,7040.55,5600.0,5808.87,9577.35,7498.35
TASMED (INDIA) PVT LTD(PAS,2023-11-01,November,18875.71,14754.23,32016.32,25421.62,33101.76,24261.09,21483.71,18519.79
SUNWAYS PHARMACEUTICALS(RE,2023-11-01,November,112371.59,96317.66,33844.55,54880.68,70072.87,58167.16,82835.27,99262.32
ENTOD PHARMA-G TECH,2023-11-01,November,32202.67,31466.19,17295.4,18018.89,20238.76,23169.46,31145.96,28979.57
HIMEDIA LABORATORIES PVT L,2023-11-01,November,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
THE RAMARAJU COTTON MILLS,2023-11-01,November,648.0,486.0,1296.0,1404.0,1600.0,1373.33,486.0,648.0
ZIVIRA LABS PVT.LTD,2023-11-01,November,38130.57,51815.08,2914.15,15864.72,29077.36,30198.38,36795.34,45744.89
SHERWYN PHARMACEUTICALS PV,2023-11-01,November,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-11-01,November,2860.35,2860.35,0.0,0.0,0.0,0.0,2860.35,2860.35
ALKEM LABORATORIES LTD,2023-11-01,November,228.0,76.0,0.0,176.33,260.0,200.0,0.0,76.0
GERMAN REMEDIES,2023-11-01,November,0.0,0.0,240.0,180.0,280.0,205.0,0.0,0.0
AUSTRAK PHARMA,2023-11-01,November,289.3,1142.17,0.0,852.87,0.0,975.08,545.16,1227.45
SURGICARE,2023-11-01,November,0.0,570.83,825.0,1100.0,481.25,1417.08,412.5,421.67
LENORA GLOVE PVT.LTD,2023-11-01,November,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-11-01,November,62301.8,53270.53,75623.62,74268.84,74772.37,73327.59,75813.07,66127.89
SUNWAYS PHARMACEUTICALS,2023-11-01,November,153184.92,160094.38,93183.09,103350.96,161777.29,128754.97,88524.74,137479.8
SHERWYN PHARMA(GENORA),2023-11-01,November,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-11-01,November,24678.09,27832.39,24383.51,14861.64,9351.05,11870.15,41210.13,32897.02
G.T.RAJ TEX,2023-11-01,November,210.0,490.0,420.0,490.0,230.0,648.67,420.0,350.0
ZIVIRA ASTRA DIVISION,2023-11-01,November,20689.15,20910.44,-5259.11,-1753.04,4352.86,1752.16,17438.18,19605.49
AJANTA PHARMA LTD,2023-11-01,November,406.9,692.53,450.0,360.0,0.0,377.96,856.9,706.9
BECTON DICKINSON & COMPANY,2023-11-01,November,0.0,0.0,5360.0,3015.0,3600.0,2160.0,2010.0,1005.0
KALPAS INDUSTRIES,2023-11-01,November,0.0,0.0,510.0,485.0,600.0,575.0,0.0,0.0
BAXTER INDIA PVT LTD,2023-11-01,November,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-11-01,November,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-11-01,November,843.0,281.0,10430.0,8001.83,10825.0,8193.33,1098.0,647.0
BORN HEALTHCARE PVT LTD,2023-11-01,November,25.25,25.25,0.0,127.5,0.0,140.0,25.25,25.25
MEDIKLIN HEALTHCARE LTD,2023-12-01,December,720.0,520.0,280.0,926.67,960.0,1356.67,560.0,660.0
RAMAN&WEIL PVT LTD,2023-12-01,December,755.0,1126.67,960.0,2029.33,370.0,1996.67,1425.0,1461.67
3M,2023-12-01,December,0.0,0.0,1540.0,983.33,0.0,636.0,1540.0,513.33
SANGAM HEALTHCARE (SAFTI-N,2023-12-01,December,37.5,270.83,637.5,637.5,0.0,491.33,662.5,454.17
CHC,2023-12-01,December,700.0,280.0,0.0,513.33,1100.0,813.33,0.0,233.33
CLARIS OSTUKA,2023-12-01,December,560.0,448.0,8478.0,6258.33,9275.0,6743.33,270.0,351.33
RAMSONS,2023-12-01,December,0.0,112.5,450.0,300.0,250.0,250.0,225.0,187.5
CIPLA,2023-12-01,December,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
GLASS VAN,2023-12-01,December,0.0,0.0,265.0,333.33,290.0,360.0,0.0,0.0
PRIDE&PRIME PHARMACEUTICAL,2023-12-01,December,12499.71,12499.71,0.0,0.0,0.0,0.0,12499.71,12499.71
CARE GROUP,2023-12-01,December,3878.12,5604.79,0.0,0.0,3060.0,2420.0,1396.3,3544.18
TAS MED(INDIA)PVT.LTD(VALL,2023-12-01,December,23260.46,16178.43,-15486.7,3262.71,4750.54,3771.0,3321.52,15820.55
ENTOD GLOTEK DIVISION,2023-12-01,December,15063.07,16321.68,37095.86,28206.52,44551.15,35176.06,17383.3,16478.82
HICARE PHARMA,2023-12-01,December,33854.99,42780.27,6740.5,17688.45,16704.0,26768.5,25420.01,36880.71
ENTOD PHAMA(ENSIGHT),2023-12-01,December,82299.24,88276.35,94279.61,108254.64,131132.81,139013.57,67179.01,83184.0
SENSES PHARMACEUTICALS LTD,2023-12-01,December,60628.03,67590.27,45654.87,42784.19,46785.87,50270.21,66213.29,66631.29
AICE HEALTH CARE PVT LTD,2023-12-01,December,0.0,0.0,12411.46,12411.46,4303.28,4303.28,8713.88,8713.88
FDC,2023-12-01,December,42.19,42.19,0.0,0.0,0.0,0.0,42.19,42.19
AUROLAB,2023-12-01,December,7090.51,6434.65,12797.8,7606.43,15442.7,8709.83,7482.45,6816.27
BERRY&HERBS PHARMA PVT LTD,2023-12-01,December,20790.46,24253.0,17605.0,5868.33,3621.3,3226.91,34324.66,27033.13
FSD CARE PHRAMA PVT LTD,2023-12-01,December,6208.2,6208.2,0.0,0.0,0.0,0.0,6208.2,6208.2
DISPOVAN,2023-12-01,December,2046.5,1705.5,1723.0,3054.5,3870.0,3884.33,179.0,1181.83
HIS EYENESS OPTHALMICS,2023-12-01,December,133875.92,191118.1,70123.8,48472.28,117235.72,107708.73,102802.4,147357.78
SUNWAYS PHARMACEUTICALS(OR,2023-12-01,December,52847.36,60793.16,38598.8,40722.96,47190.1,54046.84,50423.95,53245.56
TASMED(INDIA) PVT.LTD(ASPI,2023-12-01,December,3286.87,4163.37,2465.15,3012.96,3936.86,4175.45,2136.47,3341.65
SHERINGS,2023-12-01,December,21213.52,31198.91,47065.76,29349.27,42036.13,39403.43,30151.14,24951.3
SOMA SCIENTIFICS&SURGICALS,2023-12-01,December,0.0,0.0,122.0,122.0,150.0,150.0,0.0,0.0
TASMED (INDIA) PVT LTD(PAS,2023-12-01,December,21483.79,18519.82,13386.02,21065.38,16188.62,21764.74,20159.3,20172.91
OCUZEN HEALTH CARE,2023-12-01,December,2432.06,2139.47,0.0,640.0,954.04,1318.31,1846.94,1968.83
APPLE PHARMACEUTICALS,2023-12-01,December,9577.35,7498.35,4989.6,5144.7,12161.8,7609.47,3394.8,5701.5
SUNWAYS PHARMACEUTICALS(RE,2023-12-01,December,82835.33,99262.4,51268.31,42330.21,56622.33,54718.46,84121.29,93109.36
HIMEDIA LABORATORIES PVT L,2023-12-01,December,1168.75,1168.75,0.0,0.0,0.0,0.0,1168.75,1168.75
ENTOD PHARMA-G TECH,2023-12-01,December,31145.96,28979.59,32176.13,24696.7,35229.87,25040.4,32898.16,32082.24
THE RAMARAJU COTTON MILLS,2023-12-01,December,486.0,648.0,324.0,1026.0,900.0,1433.33,0.0,378.0
ZIVIRA LABS PVT.LTD,2023-12-01,December,36795.34,45744.9,26367.2,9304.65,23206.64,26864.29,39402.43,38109.45
SHERWYN PHARMACEUTICALS PV,2023-12-01,December,515.9,515.9,0.0,0.0,0.0,0.0,515.9,515.9
ALLERGAN INDIA PVT LTD,2023-12-01,December,2860.35,2860.35,-2860.36,-953.45,0.0,0.0,0.0,1906.9
AUSTRAK PHARMA,2023-12-01,December,545.16,1227.45,0.0,0.0,0.0,975.08,630.45,488.3
HINDUSTAN SYRINGS & MEDICA,2023-12-01,December,0.0,0.0,265.0,188.0,290.0,204.67,0.0,0.0
SURGICARE,2023-12-01,December,412.5,421.67,412.5,962.5,931.25,1427.08,0.0,137.5
LENORA GLOVE PVT.LTD,2023-12-01,December,662.5,662.5,0.0,0.0,0.0,0.0,662.5,662.5
APPASAMY OCULAR DEVICES P,2023-12-01,December,75813.07,66127.89,50061.99,64500.42,74750.69,75474.3,62494.29,66869.72
SUNWAYS PHARMACEUTICALS,2023-12-01,December,88524.79,137479.9,127543.56,94779.14,50161.73,100716.86,172869.82,138193.14
SHERWYN PHARMA(GENORA),2023-12-01,December,38.58,38.58,0.0,0.0,0.0,0.0,38.58,38.58
ENTOD PHARMACEUTICALS LTD,2023-12-01,December,41210.13,32897.02,30730.75,21780.37,44269.43,25347.24,36115.67,34001.3
G.T.RAJ TEX,2023-12-01,December,420.0,350.0,0.0,350.0,460.0,536.67,0.0,210.0
ZIVIRA ASTRA DIVISION,2023-12-01,December,17438.23,19605.51,4221.8,-345.77,4681.5,3011.45,16037.14,18054.82
JMS CO LTD,2023-12-01,December,0.0,0.0,1990.0,3106.0,2200.0,3370.0,0.0,0.0
AJANTA PHARMA LTD,2023-12-01,December,856.9,706.9,0.0,150.0,510.0,340.0,406.9,556.9
BECTON DICKINSON & COMPANY,2023-12-01,December,2010.0,670.0,0.0,2010.0,2160.0,2160.0,0.0,670.0
BAXTER INDIA PVT LTD,2023-12-01,December,49.0,49.0,0.0,0.0,0.0,0.0,49.0,49.0
SUBHAM PHARMACEUTICALS,2023-12-01,December,6060.76,6060.76,0.0,0.0,0.0,0.0,6060.76,6060.76
NEON LABORATORIES LTD,2023-12-01,December,1098.0,647.0,4342.5,7942.67,4882.5,8193.33,843.0,928.0
BORN HEALTHCARE PVT LTD,2023-12-01,December,25.25,25.25,252.5,126.67,280.0,140.0,25.25,25.25
MEDIKLIN HEALTHCARE LTD,2024-01-01,January,560.0,660.0,560.0,626.67,525.0,1148.33,700.0,660.0
RAMAN&WEIL PVT LTD,2024-01-01,January,1425.0,1461.67,0.0,764.67,0.0,1196.67,1425.0,1201.67
3M,2024-01-01,January,1540.0,513.33,0.0,889.33,0.0,424.0,1540.0,1026.67
SANGAM HEALTHCARE (SAFTI-N,2024-01-01,January,662.5,454.17,1250.0,629.17,1540.0,743.33,537.5,412.5
CHC,2024-01-01,January,0.0,233.33,280.0,466.67,360.0,680.0,0.0,233.33
CLARIS OSTUKA,2024-01-01,January,270.0,351.33,448.0,3968.2,780.0,4295.0,0.0,276.67
RAMSONS,2024-01-01,January,225.0,187.5,0.0,187.5,0.0,250.0,225.0,150.0
CIPLA,2024-01-01,January,2369.66,2369.66,0.0,0.0,0.0,0.0,2369.66,2369.66
